Ticket_ID,Priority,Issue_Category,Created_Time,Resolved_Time,Vendor_Name
TICK-1241,P2,Printer Network Offline,2026-01-21 15:53:00,2026-01-22 01:21:50.634459,Internal IT Desk
TICK-1242,P1,Core Switch Failure,2026-03-26 10:59:00,2026-03-26 11:09:34.187077,InnoTech Hardware
TICK-1243,P2,Printer Network Offline,2026-02-05 02:18:00,2026-02-05 08:03:35.744038,NetConnect Solutions
TICK-1244,P2,Printer Network Offline,2026-01-20 17:46:00,2026-01-20 21:24:12.616853,NetConnect Solutions
TICK-1245,P3,Software Installation,2026-02-18 13:14:00,2026-02-18 23:33:08.600432,Internal IT Desk
TICK-1246,P1,Core Switch Failure,2026-01-31 00:52:00,2026-01-31 01:22:18.405601,NetConnect Solutions
TICK-1247,P3,New Employee Onboarding Set,2026-02-23 21:02:00,2026-02-24 09:18:11.322658,NetConnect Solutions
TICK-1248,P2,Printer Network Offline,2026-01-16 22:56:00,2026-01-17 03:08:38.281372,NetConnect Solutions
TICK-1249,P3,New Employee Onboarding Set,2026-03-16 11:09:00,2026-03-17 09:00:00.083579,Internal IT Desk
TICK-1250,P3,Software Installation,2026-01-16 07:37:00,2026-01-16 21:51:30.892706,InnoTech Hardware
TICK-1251,P3,Password Reset,2026-03-17 23:27:00,2026-03-18 20:42:56.876601,Malawi Cloud Partners
TICK-1252,P2,VPN Connectivity Issue,2026-01-08 03:25:00,2026-01-08 12:16:10.728580,NetConnect Solutions
TICK-1253,P3,Password Reset,2026-01-08 17:27:00,2026-01-09 13:38:14.230228,InnoTech Hardware
TICK-1254,P2,VPN Connectivity Issue,2026-02-10 03:26:00,2026-02-10 11:20:12.516857,NetConnect Solutions
TICK-1255,P2,Printer Network Offline,2026-03-04 16:08:00,2026-03-04 19:38:56.497377,InnoTech Hardware
TICK-1256,P3,Password Reset,2026-02-02 20:19:00,2026-02-04 04:23:06.348462,InnoTech Hardware
TICK-1257,P2,Email Server Delay,2026-03-18 15:28:00,2026-03-18 23:02:49.523705,Malawi Cloud Partners
TICK-1258,P3,New Employee Onboarding Set,2026-01-13 13:34:00,2026-01-15 01:18:16.506395,InnoTech Hardware
TICK-1259,P2,Email Server Delay,2026-01-06 17:50:00,2026-01-07 02:24:32.171260,Malawi Cloud Partners
TICK-1260,P3,New Employee Onboarding Set,2026-03-10 14:24:00,2026-03-11 20:29:01.637892,Internal IT Desk
TICK-1261,P2,Email Server Delay,2026-03-07 09:55:00,2026-03-07 15:40:09.356560,NetConnect Solutions
TICK-1262,P3,Software Installation,2026-01-30 17:58:00,2026-02-01 01:06:15.105538,Malawi Cloud Partners
TICK-1263,P1,ERP System Down,2026-01-05 22:55:00,2026-01-05 22:55:59.901734,NetConnect Solutions
TICK-1264,P3,New Employee Onboarding Set,2026-02-02 21:00:00,2026-02-03 22:42:29.240393,NetConnect Solutions
TICK-1265,P3,Password Reset,2026-01-18 14:48:00,2026-01-19 22:51:10.167763,Malawi Cloud Partners
TICK-1266,P1,Core Switch Failure,2026-01-11 20:25:00,2026-01-11 21:18:34.695927,InnoTech Hardware
TICK-1267,P3,Software Installation,2026-03-04 21:58:00,2026-03-05 06:22:37.197983,InnoTech Hardware
TICK-1268,P2,Printer Network Offline,2026-01-27 16:12:00,2026-01-27 19:59:01.413035,Internal IT Desk
TICK-1269,P3,Password Reset,2026-02-02 01:40:00,2026-02-02 11:28:07.981047,Internal IT Desk
TICK-1270,P1,ERP System Down,2026-01-01 20:47:00,2026-01-01 23:53:37.216682,InnoTech Hardware
TICK-1271,P3,Software Installation,2026-02-24 05:27:00,2026-02-24 12:46:56.623632,Internal IT Desk
TICK-1272,P3,Software Installation,2026-03-22 04:30:00,2026-03-22 10:11:23.016246,Internal IT Desk
TICK-1273,P3,New Employee Onboarding Set,2026-01-05 05:02:00,2026-01-05 17:40:03.346959,InnoTech Hardware
TICK-1274,P2,Email Server Delay,2026-02-22 22:36:00,2026-02-23 02:05:23.990501,Malawi Cloud Partners
TICK-1275,P3,New Employee Onboarding Set,2026-02-22 04:09:00,2026-02-23 06:47:44.843682,Malawi Cloud Partners
TICK-1276,P3,Software Installation,2026-03-15 18:16:00,2026-03-16 12:21:10.924564,InnoTech Hardware
TICK-1277,P2,VPN Connectivity Issue,2026-03-26 13:08:00,2026-03-26 17:29:30.873569,InnoTech Hardware
TICK-1278,P2,VPN Connectivity Issue,2026-01-01 18:44:00,2026-01-02 04:44:49.208970,InnoTech Hardware
TICK-1279,P3,Password Reset,2026-03-18 03:00:00,2026-03-18 16:34:55.892409,Internal IT Desk
TICK-1280,P2,VPN Connectivity Issue,2026-02-01 01:27:00,2026-02-01 08:24:41.989828,Internal IT Desk
TICK-1281,P1,Database Corruption,2026-03-13 06:25:00,2026-03-13 13:30:13.262759,Malawi Cloud Partners
TICK-1282,P3,Password Reset,2026-02-03 21:53:00,2026-02-04 20:41:31.030371,Malawi Cloud Partners
TICK-1283,P3,Password Reset,2026-01-03 17:11:00,2026-01-04 07:53:15.700463,Malawi Cloud Partners
TICK-1284,P3,Password Reset,2026-03-06 21:43:00,2026-03-08 04:19:51.499431,Malawi Cloud Partners
TICK-1285,P3,Password Reset,2026-01-05 16:47:00,2026-01-06 06:20:33.186077,InnoTech Hardware
TICK-1286,P1,Database Corruption,2026-02-16 22:14:00,2026-02-16 23:04:32.191889,InnoTech Hardware
TICK-1287,P2,Email Server Delay,2026-03-26 13:01:00,2026-03-26 16:52:39.651042,Internal IT Desk
TICK-1288,P2,Printer Network Offline,2026-03-16 18:38:00,2026-03-17 01:27:46.879395,Internal IT Desk
TICK-1289,P3,Software Installation,2026-02-07 01:37:00,2026-02-08 04:54:38.608163,Malawi Cloud Partners
TICK-1290,P3,Software Installation,2026-02-19 01:17:00,2026-02-20 04:37:39.347941,Internal IT Desk
TICK-1291,P1,ERP System Down,2026-01-30 14:26:00,2026-01-30 15:50:47.804470,Malawi Cloud Partners
TICK-1292,P3,Password Reset,2026-02-20 01:51:00,2026-02-20 20:57:21.362019,Internal IT Desk
TICK-1293,P1,Core Switch Failure,2026-02-07 00:23:00,2026-02-07 00:27:06.347183,Internal IT Desk
TICK-1294,P2,Printer Network Offline,2026-03-20 22:41:00,2026-03-21 03:26:22.044192,InnoTech Hardware
TICK-1295,P2,VPN Connectivity Issue,2026-02-20 16:04:00,2026-02-20 21:46:43.455380,Internal IT Desk
TICK-1296,P2,Email Server Delay,2026-01-29 03:09:00,2026-01-29 07:49:53.004723,NetConnect Solutions
TICK-1297,P2,Printer Network Offline,2026-02-25 16:09:00,2026-02-25 18:36:54.021112,Internal IT Desk
TICK-1298,P3,Software Installation,2026-01-17 19:23:00,2026-01-18 10:27:10.035552,NetConnect Solutions
TICK-1299,P2,VPN Connectivity Issue,2026-03-10 01:05:00,2026-03-10 03:56:51.285987,InnoTech Hardware
TICK-1300,P1,Database Corruption,2026-02-22 01:12:00,2026-02-22 02:23:31.826077,Internal IT Desk
TICK-1301,P3,Software Installation,2026-02-12 15:10:00,2026-02-12 20:50:20.107694,NetConnect Solutions
TICK-1302,P3,Password Reset,2026-01-23 22:15:00,2026-01-25 09:35:44.256812,Malawi Cloud Partners
TICK-1303,P3,Password Reset,2026-03-16 21:15:00,2026-03-17 07:22:05.168809,Malawi Cloud Partners
TICK-1304,P2,Email Server Delay,2026-01-08 03:39:00,2026-01-08 15:07:13.295559,NetConnect Solutions
TICK-1305,P2,VPN Connectivity Issue,2026-01-04 23:24:00,2026-01-05 02:54:44.885834,NetConnect Solutions
TICK-1306,P2,Email Server Delay,2026-03-08 02:26:00,2026-03-08 11:16:15.147801,InnoTech Hardware
TICK-1307,P3,Software Installation,2026-02-01 17:57:00,2026-02-02 05:13:37.573923,NetConnect Solutions
TICK-1308,P3,Password Reset,2026-02-20 18:20:00,2026-02-21 20:59:02.603201,InnoTech Hardware
TICK-1309,P3,Password Reset,2026-01-05 17:27:00,2026-01-06 12:06:56.233904,Malawi Cloud Partners
TICK-1310,P2,Email Server Delay,2026-02-11 21:20:00,2026-02-12 08:47:25.133292,NetConnect Solutions
TICK-1311,P3,New Employee Onboarding Set,2026-03-11 00:04:00,2026-03-12 07:39:00.891848,Malawi Cloud Partners
TICK-1312,P3,New Employee Onboarding Set,2026-01-12 13:33:00,2026-01-13 02:50:55.686890,Malawi Cloud Partners
TICK-1313,P3,New Employee Onboarding Set,2026-02-18 13:25:00,2026-02-19 04:48:28.132661,Internal IT Desk
TICK-1314,P1,Database Corruption,2026-02-14 08:25:00,2026-02-14 09:26:53.439849,InnoTech Hardware
TICK-1315,P3,Software Installation,2026-02-16 21:46:00,2026-02-17 12:20:00.775473,Malawi Cloud Partners
TICK-1316,P3,Password Reset,2026-02-25 10:47:00,2026-02-25 21:20:22.322782,InnoTech Hardware
TICK-1317,P3,New Employee Onboarding Set,2026-03-02 16:25:00,2026-03-04 00:16:30.634565,Internal IT Desk
TICK-1318,P3,Software Installation,2026-02-05 00:07:00,2026-02-06 11:38:10.808387,Internal IT Desk
TICK-1319,P3,Software Installation,2026-02-21 14:46:00,2026-02-21 20:51:11.568913,Malawi Cloud Partners
TICK-1320,P2,VPN Connectivity Issue,2026-02-25 21:13:00,2026-02-26 04:36:13.264726,Internal IT Desk
TICK-1321,P1,Database Corruption,2026-03-31 22:13:00,2026-03-31 23:07:05.005235,Internal IT Desk
TICK-1322,P2,VPN Connectivity Issue,2026-03-29 01:44:00,2026-03-29 08:08:38.597697,InnoTech Hardware
TICK-1323,P2,Email Server Delay,2026-01-26 13:58:00,2026-01-26 16:54:25.299760,Malawi Cloud Partners
TICK-1324,P3,Password Reset,2026-02-25 18:06:00,2026-02-26 08:05:42.616537,NetConnect Solutions
TICK-1325,P2,Printer Network Offline,2026-01-03 14:22:00,2026-01-04 01:20:10.485495,Internal IT Desk
TICK-1326,P2,Printer Network Offline,2026-01-18 05:34:00,2026-01-18 13:08:41.526909,Internal IT Desk
TICK-1327,P2,VPN Connectivity Issue,2026-01-15 22:36:00,2026-01-16 04:13:51.626519,InnoTech Hardware
TICK-1328,P2,Email Server Delay,2026-01-28 09:38:00,2026-01-28 16:42:13.839739,Internal IT Desk
TICK-1329,P1,Database Corruption,2026-02-26 16:38:00,2026-02-26 19:59:58.783217,Internal IT Desk
TICK-1330,P2,Printer Network Offline,2026-03-27 11:24:00,2026-03-27 19:33:10.728903,Malawi Cloud Partners
TICK-1331,P3,Software Installation,2026-01-17 12:19:00,2026-01-18 18:01:55.127283,NetConnect Solutions
TICK-1332,P2,VPN Connectivity Issue,2026-01-25 03:09:00,2026-01-25 09:19:39.395254,NetConnect Solutions
TICK-1333,P1,Core Switch Failure,2026-03-08 08:44:00,2026-03-08 10:14:37.571631,Malawi Cloud Partners
TICK-1334,P3,New Employee Onboarding Set,2026-01-18 14:35:00,2026-01-18 23:46:29.288346,InnoTech Hardware
TICK-1335,P3,Password Reset,2026-03-27 01:46:00,2026-03-27 22:38:36.436469,InnoTech Hardware
TICK-1336,P3,Password Reset,2026-01-08 07:48:00,2026-01-08 14:20:27.638551,Malawi Cloud Partners
TICK-1337,P3,Software Installation,2026-03-24 09:40:00,2026-03-25 17:07:41.996524,Internal IT Desk
TICK-1338,P3,Password Reset,2026-01-06 19:25:00,2026-01-07 23:43:23.893645,InnoTech Hardware
TICK-1339,P2,Email Server Delay,2026-03-05 01:58:00,2026-03-05 10:29:00.045073,InnoTech Hardware
TICK-1340,P2,Printer Network Offline,2026-02-25 12:05:00,2026-02-25 22:16:33.183775,Malawi Cloud Partners
TICK-1341,P2,Printer Network Offline,2026-02-02 20:21:00,2026-02-02 23:28:45.955503,NetConnect Solutions
TICK-1342,P1,Core Switch Failure,2026-01-21 05:05:00,2026-01-21 05:54:02.632258,NetConnect Solutions
TICK-1343,P2,VPN Connectivity Issue,2026-01-04 10:29:00,2026-01-04 14:23:45.375045,InnoTech Hardware
TICK-1344,P3,Password Reset,2026-01-24 22:08:00,2026-01-25 20:36:19.168985,Internal IT Desk
TICK-1345,P3,New Employee Onboarding Set,2026-01-03 18:30:00,2026-01-05 01:29:58.540002,InnoTech Hardware
TICK-1346,P3,Software Installation,2026-02-09 04:35:00,2026-02-10 08:14:26.753491,Internal IT Desk
TICK-1347,P2,VPN Connectivity Issue,2026-01-24 05:01:00,2026-01-24 07:03:17.416828,Internal IT Desk
TICK-1348,P2,Email Server Delay,2026-03-25 10:03:00,2026-03-25 18:36:10.166749,NetConnect Solutions
TICK-1349,P3,New Employee Onboarding Set,2026-03-20 05:53:00,2026-03-20 12:20:59.386977,InnoTech Hardware
TICK-1350,P3,New Employee Onboarding Set,2026-02-20 01:14:00,2026-02-20 12:07:49.040885,NetConnect Solutions
TICK-1351,P2,Email Server Delay,2026-03-16 07:25:00,2026-03-16 17:02:53.590485,InnoTech Hardware
TICK-1352,P3,Password Reset,2026-02-20 12:43:00,2026-02-21 21:37:55.623669,Malawi Cloud Partners
TICK-1353,P3,New Employee Onboarding Set,2026-01-05 05:25:00,2026-01-05 11:18:27.616137,InnoTech Hardware
TICK-1354,P2,VPN Connectivity Issue,2026-03-09 18:19:00,2026-03-10 05:03:32.162069,NetConnect Solutions
TICK-1355,P3,Software Installation,2026-01-20 16:11:00,2026-01-21 08:39:20.281432,InnoTech Hardware
TICK-1356,P2,Printer Network Offline,2026-02-16 00:25:00,2026-02-16 06:13:58.029835,Internal IT Desk
TICK-1357,P2,VPN Connectivity Issue,2026-01-14 05:36:00,2026-01-14 15:37:24.755850,Malawi Cloud Partners
TICK-1358,P2,Printer Network Offline,2026-01-11 03:12:00,2026-01-11 09:24:51.985497,NetConnect Solutions
TICK-1359,P3,Password Reset,2026-01-03 00:05:00,2026-01-03 08:09:42.696126,InnoTech Hardware
TICK-1360,P2,VPN Connectivity Issue,2026-02-19 23:09:00,2026-02-20 09:24:37.405860,InnoTech Hardware
TICK-1361,P3,Software Installation,2026-01-05 22:09:00,2026-01-07 09:34:03.209464,Internal IT Desk
TICK-1362,P3,Password Reset,2026-02-13 01:12:00,2026-02-14 01:18:13.030325,InnoTech Hardware
TICK-1363,P2,Printer Network Offline,2026-02-09 01:19:00,2026-02-09 07:48:54.319487,InnoTech Hardware
TICK-1364,P1,Core Switch Failure,2026-03-06 04:08:00,2026-03-06 04:17:08.193536,Internal IT Desk
TICK-1365,P1,ERP System Down,2026-01-17 08:10:00,2026-01-17 09:06:55.804434,NetConnect Solutions
TICK-1366,P3,New Employee Onboarding Set,2026-01-15 23:37:00,2026-01-16 13:07:41.795448,NetConnect Solutions
TICK-1367,P3,Software Installation,2026-02-04 16:04:00,2026-02-04 21:36:26.054705,NetConnect Solutions
TICK-1368,P3,New Employee Onboarding Set,2026-03-03 11:49:00,2026-03-04 02:42:34.753154,Malawi Cloud Partners
TICK-1369,P3,Password Reset,2026-03-19 20:55:00,2026-03-20 08:34:51.571574,Internal IT Desk
TICK-1370,P2,Printer Network Offline,2026-03-16 08:33:00,2026-03-16 16:22:41.046063,Internal IT Desk
TICK-1371,P3,Password Reset,2026-03-17 02:34:00,2026-03-18 03:38:56.648080,InnoTech Hardware
TICK-1372,P3,Password Reset,2026-01-01 07:21:00,2026-01-02 10:57:07.574295,NetConnect Solutions
TICK-1373,P3,Software Installation,2026-03-01 07:10:00,2026-03-02 14:57:37.133528,Internal IT Desk
TICK-1374,P3,New Employee Onboarding Set,2026-01-14 02:20:00,2026-01-14 07:08:16.353594,NetConnect Solutions
TICK-1375,P2,Printer Network Offline,2026-02-06 04:18:00,2026-02-06 15:24:24.356860,Internal IT Desk
TICK-1376,P3,Password Reset,2026-03-19 03:24:00,2026-03-19 18:18:21.968616,NetConnect Solutions
TICK-1377,P2,Email Server Delay,2026-02-11 17:39:00,2026-02-12 01:57:47.071911,NetConnect Solutions
TICK-1378,P3,Software Installation,2026-03-13 06:39:00,2026-03-14 08:17:44.316941,Internal IT Desk
TICK-1379,P3,Software Installation,2026-01-14 18:37:00,2026-01-15 19:29:16.234700,InnoTech Hardware
TICK-1380,P2,Email Server Delay,2026-01-23 14:32:00,2026-01-23 23:58:09.380982,InnoTech Hardware
TICK-1381,P2,Email Server Delay,2026-01-25 16:32:00,2026-01-25 19:14:33.559781,Malawi Cloud Partners
TICK-1382,P1,Core Switch Failure,2026-03-07 13:52:00,2026-03-07 14:49:33.806609,NetConnect Solutions
TICK-1383,P3,Password Reset,2026-02-20 06:50:00,2026-02-20 19:41:29.008258,InnoTech Hardware
TICK-1384,P2,Printer Network Offline,2026-03-11 05:02:00,2026-03-11 11:51:13.478092,NetConnect Solutions
TICK-1385,P3,Password Reset,2026-01-07 18:07:00,2026-01-08 13:17:38.026034,NetConnect Solutions
TICK-1386,P3,Password Reset,2026-02-11 19:14:00,2026-02-13 02:33:56.466929,Malawi Cloud Partners
TICK-1387,P2,Email Server Delay,2026-01-29 00:51:00,2026-01-29 11:17:21.286054,InnoTech Hardware
TICK-1388,P2,Printer Network Offline,2026-01-27 03:28:00,2026-01-27 09:51:07.385587,NetConnect Solutions
TICK-1389,P2,Email Server Delay,2026-02-07 00:36:00,2026-02-07 11:55:03.133900,Malawi Cloud Partners
TICK-1390,P3,Password Reset,2026-01-27 22:32:00,2026-01-28 22:16:46.062657,NetConnect Solutions
TICK-1391,P2,VPN Connectivity Issue,2026-03-09 21:01:00,2026-03-10 04:45:52.063954,InnoTech Hardware
TICK-1392,P2,VPN Connectivity Issue,2026-01-10 04:58:00,2026-01-10 07:24:54.728449,InnoTech Hardware
TICK-1393,P1,Database Corruption,2026-03-15 00:53:00,2026-03-15 01:09:15.066243,Malawi Cloud Partners
TICK-1394,P2,Email Server Delay,2026-02-07 12:30:00,2026-02-07 21:12:33.948171,Internal IT Desk
TICK-1395,P3,Software Installation,2026-02-16 03:44:00,2026-02-16 17:13:43.024255,Internal IT Desk
TICK-1396,P3,Password Reset,2026-03-29 19:55:00,2026-03-30 23:00:04.525567,Malawi Cloud Partners
TICK-1397,P3,New Employee Onboarding Set,2026-01-15 07:04:00,2026-01-16 10:01:44.308769,InnoTech Hardware
TICK-1398,P1,Core Switch Failure,2026-01-29 14:03:00,2026-01-29 17:07:43.970813,InnoTech Hardware
TICK-1399,P1,Core Switch Failure,2026-03-17 12:01:00,2026-03-17 14:26:00.554972,Malawi Cloud Partners
TICK-1400,P1,ERP System Down,2026-01-27 18:50:00,2026-01-27 19:38:51.739187,InnoTech Hardware
TICK-1401,P1,ERP System Down,2026-02-05 03:25:00,2026-02-05 03:59:51.169411,Malawi Cloud Partners
TICK-1402,P3,Software Installation,2026-02-12 04:19:00,2026-02-13 04:59:30.279361,InnoTech Hardware
TICK-1403,P2,Printer Network Offline,2026-01-11 09:39:00,2026-01-11 17:38:12.926483,InnoTech Hardware
TICK-1404,P3,New Employee Onboarding Set,2026-02-07 05:07:00,2026-02-07 12:49:12.972289,Malawi Cloud Partners
TICK-1405,P3,Password Reset,2026-01-23 14:25:00,2026-01-24 14:49:43.441075,Internal IT Desk
TICK-1406,P3,Software Installation,2026-02-15 10:11:00,2026-02-16 16:42:42.842789,Malawi Cloud Partners
TICK-1407,P1,Database Corruption,2026-03-31 12:39:00,2026-03-31 14:25:50.112750,NetConnect Solutions
TICK-1408,P2,Printer Network Offline,2026-03-03 17:24:00,2026-03-04 01:10:19.195922,InnoTech Hardware
TICK-1409,P3,New Employee Onboarding Set,2026-03-01 10:11:00,2026-03-02 08:03:35.604071,Malawi Cloud Partners
TICK-1410,P2,Email Server Delay,2026-03-09 04:55:00,2026-03-09 13:26:22.499349,Internal IT Desk
TICK-1411,P3,Password Reset,2026-02-06 07:41:00,2026-02-07 00:36:29.033952,Malawi Cloud Partners
TICK-1412,P2,Printer Network Offline,2026-01-31 08:53:00,2026-01-31 19:30:02.729817,NetConnect Solutions
TICK-1413,P2,VPN Connectivity Issue,2026-02-20 13:39:00,2026-02-20 19:29:32.626325,Malawi Cloud Partners
TICK-1414,P3,New Employee Onboarding Set,2026-02-10 21:10:00,2026-02-12 01:27:57.238167,InnoTech Hardware
TICK-1415,P2,VPN Connectivity Issue,2026-01-23 00:45:00,2026-01-23 02:52:23.149309,Internal IT Desk
TICK-1416,P3,New Employee Onboarding Set,2026-01-21 13:35:00,2026-01-22 06:09:30.630760,Internal IT Desk
TICK-1417,P3,Password Reset,2026-02-23 22:56:00,2026-02-24 16:42:36.979791,Internal IT Desk
TICK-1418,P3,New Employee Onboarding Set,2026-01-01 21:54:00,2026-01-03 08:11:33.438796,NetConnect Solutions
TICK-1419,P1,Database Corruption,2026-02-09 14:20:00,2026-02-09 15:02:51.910530,Internal IT Desk
TICK-1420,P2,VPN Connectivity Issue,2026-02-16 08:52:00,2026-02-16 18:47:01.929333,InnoTech Hardware
TICK-1421,P2,Printer Network Offline,2026-01-09 09:51:00,2026-01-09 20:19:17.021629,Malawi Cloud Partners
TICK-1422,P3,Password Reset,2026-02-26 20:25:00,2026-02-28 08:02:01.743301,Internal IT Desk
TICK-1423,P1,ERP System Down,2026-02-10 02:51:00,2026-02-10 03:04:37.916843,NetConnect Solutions
TICK-1424,P2,VPN Connectivity Issue,2026-01-25 10:37:00,2026-01-25 17:40:16.384245,Internal IT Desk
TICK-1425,P1,Core Switch Failure,2026-01-02 06:17:00,2026-01-02 06:20:34.794292,Malawi Cloud Partners
TICK-1426,P3,Software Installation,2026-02-03 16:42:00,2026-02-04 01:49:14.872681,InnoTech Hardware
TICK-1427,P2,Printer Network Offline,2026-02-28 11:58:00,2026-02-28 18:33:06.828320,NetConnect Solutions
TICK-1428,P1,Core Switch Failure,2026-02-20 21:23:00,2026-02-20 21:34:06.659287,Malawi Cloud Partners
TICK-1429,P2,Printer Network Offline,2026-01-25 06:51:00,2026-01-25 17:44:02.532203,InnoTech Hardware
TICK-1430,P3,New Employee Onboarding Set,2026-03-11 20:23:00,2026-03-12 03:12:20.836277,NetConnect Solutions
TICK-1431,P3,Software Installation,2026-02-02 16:28:00,2026-02-02 21:27:24.016673,Internal IT Desk
TICK-1432,P3,Password Reset,2026-03-04 10:21:00,2026-03-05 05:38:31.597212,NetConnect Solutions
TICK-1433,P3,New Employee Onboarding Set,2026-01-26 17:20:00,2026-01-27 05:14:03.735552,Malawi Cloud Partners
TICK-1434,P2,Email Server Delay,2026-02-18 06:16:00,2026-02-18 16:32:05.339057,Malawi Cloud Partners
TICK-1435,P2,VPN Connectivity Issue,2026-03-25 08:48:00,2026-03-25 15:52:28.069180,NetConnect Solutions
TICK-1436,P2,VPN Connectivity Issue,2026-01-20 21:21:00,2026-01-21 07:39:24.786379,Internal IT Desk
TICK-1437,P2,VPN Connectivity Issue,2026-03-04 07:48:00,2026-03-04 11:11:31.081248,InnoTech Hardware
TICK-1438,P2,VPN Connectivity Issue,2026-03-12 00:31:00,2026-03-12 07:24:20.321945,Malawi Cloud Partners
TICK-1439,P3,Software Installation,2026-01-13 22:50:00,2026-01-15 07:00:12.260600,InnoTech Hardware
TICK-1440,P3,New Employee Onboarding Set,2026-02-25 18:31:00,2026-02-26 13:16:58.522969,Malawi Cloud Partners
TICK-1441,P2,Email Server Delay,2026-01-30 16:44:00,2026-01-31 03:15:32.080148,Internal IT Desk
TICK-1442,P3,New Employee Onboarding Set,2026-01-30 15:39:00,2026-01-30 23:53:09.298065,InnoTech Hardware
TICK-1443,P3,New Employee Onboarding Set,2026-01-19 17:00:00,2026-01-20 08:18:38.677311,InnoTech Hardware
TICK-1444,P3,New Employee Onboarding Set,2026-03-19 18:46:00,2026-03-20 22:38:03.076450,NetConnect Solutions
TICK-1445,P1,ERP System Down,2026-03-07 21:27:00,2026-03-07 23:09:45.715912,NetConnect Solutions
TICK-1446,P3,New Employee Onboarding Set,2026-02-07 18:03:00,2026-02-09 05:04:38.810133,Internal IT Desk
TICK-1447,P2,Printer Network Offline,2026-01-01 07:28:00,2026-01-01 10:24:12.207145,Internal IT Desk
TICK-1448,P3,New Employee Onboarding Set,2026-02-24 06:02:00,2026-02-25 01:45:31.374051,Malawi Cloud Partners
TICK-1449,P2,VPN Connectivity Issue,2026-02-01 09:09:00,2026-02-01 15:33:44.053692,Internal IT Desk
TICK-1450,P3,Password Reset,2026-03-24 13:33:00,2026-03-25 05:08:33.283634,NetConnect Solutions
TICK-1451,P3,New Employee Onboarding Set,2026-03-28 22:27:00,2026-03-29 17:02:28.812568,Malawi Cloud Partners
TICK-1452,P3,Password Reset,2026-02-01 17:06:00,2026-02-02 15:27:10.535208,InnoTech Hardware
TICK-1453,P2,Email Server Delay,2026-01-08 00:56:00,2026-01-08 04:01:33.511571,InnoTech Hardware
TICK-1454,P2,VPN Connectivity Issue,2026-03-08 23:22:00,2026-03-09 04:21:03.656845,NetConnect Solutions
TICK-1455,P2,Email Server Delay,2026-02-28 07:53:00,2026-02-28 14:21:59.485993,InnoTech Hardware
TICK-1456,P3,Software Installation,2026-03-08 18:32:00,2026-03-10 04:10:39.276295,NetConnect Solutions
TICK-1457,P2,VPN Connectivity Issue,2026-01-08 01:34:00,2026-01-08 03:52:19.780455,NetConnect Solutions
TICK-1458,P3,Password Reset,2026-03-29 13:31:00,2026-03-30 13:45:29.081468,Malawi Cloud Partners
TICK-1459,P2,VPN Connectivity Issue,2026-02-15 10:15:00,2026-02-15 15:35:02.663598,Malawi Cloud Partners
TICK-1460,P2,VPN Connectivity Issue,2026-03-09 19:36:00,2026-03-10 05:32:02.184515,NetConnect Solutions
TICK-1461,P3,New Employee Onboarding Set,2026-02-23 20:13:00,2026-02-25 08:02:43.523508,Internal IT Desk
TICK-1462,P1,ERP System Down,2026-02-24 15:17:00,2026-02-24 17:17:30.129544,InnoTech Hardware
TICK-1463,P3,Password Reset,2026-01-07 09:06:00,2026-01-07 17:40:16.353097,InnoTech Hardware
TICK-1464,P3,New Employee Onboarding Set,2026-02-02 22:20:00,2026-02-04 02:50:56.555458,NetConnect Solutions
TICK-1465,P3,Software Installation,2026-01-19 15:18:00,2026-01-20 08:04:16.341666,Internal IT Desk
TICK-1466,P1,Database Corruption,2026-02-05 17:01:00,2026-02-05 18:45:39.396588,Internal IT Desk
TICK-1467,P1,Core Switch Failure,2026-01-01 14:04:00,2026-01-01 15:15:41.515666,InnoTech Hardware
TICK-1468,P3,Password Reset,2026-01-20 10:41:00,2026-01-21 13:00:41.523004,NetConnect Solutions
TICK-1469,P3,Software Installation,2026-01-02 02:22:00,2026-01-03 10:10:22.377863,InnoTech Hardware
TICK-1470,P1,Core Switch Failure,2026-01-12 19:04:00,2026-01-12 21:50:06.409991,InnoTech Hardware
TICK-1471,P1,Database Corruption,2026-02-06 05:29:00,2026-02-06 07:20:26.571238,Malawi Cloud Partners
TICK-1472,P2,VPN Connectivity Issue,2026-01-09 01:52:00,2026-01-09 06:40:36.161961,Malawi Cloud Partners
TICK-1473,P3,Software Installation,2026-02-13 02:51:00,2026-02-13 15:22:02.555042,Malawi Cloud Partners
TICK-1474,P2,Email Server Delay,2026-03-27 11:23:00,2026-03-27 21:48:20.306868,NetConnect Solutions
TICK-1475,P3,New Employee Onboarding Set,2026-03-22 09:29:00,2026-03-22 14:33:38.689330,NetConnect Solutions
TICK-1476,P2,VPN Connectivity Issue,2026-02-28 13:22:00,2026-02-28 22:57:46.011433,NetConnect Solutions
TICK-1477,P3,Software Installation,2026-03-22 17:50:00,2026-03-24 01:34:30.735554,InnoTech Hardware
TICK-1478,P3,Software Installation,2026-03-22 13:08:00,2026-03-23 10:52:56.526494,Internal IT Desk
TICK-1479,P2,Email Server Delay,2026-02-09 01:44:00,2026-02-09 06:04:47.523904,Internal IT Desk
TICK-1480,P3,Password Reset,2026-01-25 06:08:00,2026-01-26 04:09:30.884846,Malawi Cloud Partners
TICK-1481,P3,New Employee Onboarding Set,2026-01-22 10:45:00,2026-01-22 23:26:06.360627,Internal IT Desk
